Fecha,Producto,Categoría,Cantidad,Precio,Ciudad
23/07/2026,Audífonos Pro,Accesorios,6,225.00,Trujillo
15/07/2026,USB 64GB,Almacenamiento,18,47.25,Moquegua
09/07/2026,Router WiFi,Redes,12,241.50,Moquegua
19/04/2026,Audífonos Pro,Accesorios,10,250.00,Tacna
06/03/2026,Audífonos Pro,Accesorios,18,225.00,Arequipa
15/04/2026,Audífonos Pro,Accesorios,19,250.00,Tacna
31/07/2026,Disco SSD 1TB,Almacenamiento,2,342.00,Moquegua
21/06/2026,Mouse X,Accesorios,14,50.00,Lima
13/05/2026,Webcam HD,Accesorios,14,180.50,Arequipa
27/01/2026,Mouse Gamer,Accesorios,16,180.00,Arequipa
01/03/2026,Cable UTP,Redes,18,25.00,Arequipa
24/06/2026,Teclado K1,Accesorios,15,108.00,Juliaca
18/01/2026,Impresora A,Impresoras,9,780.00,Tacna
17/08/2026,Router WiFi,Redes,17,218.50,Trujillo
07/02/2026,Monitor 24,Computadoras,12,892.50,Tacna
16/05/2026,Monitor 24,Computadoras,2,807.50,Trujillo
06/05/2026,Monitor 24,Computadoras,1,807.50,Lima
02/06/2026,Router WiFi,Redes,1,218.50,Lima
22/03/2026,Mouse Gamer,Accesorios,10,180.00,Puno
26/05/2026,Monitor 24,Computadoras,10,850.00,Trujillo
17/08/2026,PC Gamer X,Computadoras,8,5200.00,Puno
12/05/2026,USB 128GB,Almacenamiento,14,75.00,Arequipa
10/05/2026,Disco SSD 1TB,Almacenamiento,17,342.00,Trujillo
25/01/2026,Monitor 27,Computadoras,20,1250.00,Lima
10/01/2026,Impresora A,Impresoras,15,858.00,Puno
16/06/2026,PC Gamer X,Computadoras,6,5200.00,Lima
22/05/2026,Laptop C,Computadoras,16,4100.00,Tacna
11/04/2026,Impresora Multifunción,Impresoras,13,1150.00,Tacna
10/07/2026,PC Gamer X,Computadoras,20,5200.00,Puno
19/04/2026,Webcam HD,Accesorios,15,190.00,Arequipa
18/03/2026,Laptop B,Computadoras,7,2880.00,Trujillo
08/08/2026,Router WiFi,Redes,20,218.50,Cusco
08/07/2026,USB 128GB,Almacenamiento,10,78.75,Trujillo
19/01/2026,Mouse X,Accesorios,2,47.50,Cusco
20/03/2026,Laptop C,Computadoras,17,4100.00,Cusco
19/01/2026,PC Gamer X,Computadoras,10,5720.00,Cusco
16/03/2026,Webcam HD,Accesorios,16,190.00,Lima
25/05/2026,Laptop C,Computadoras,5,3690.00,Tacna
25/03/2026,Mouse Gamer,Accesorios,20,180.00,Puno
24/01/2026,PC Gamer X,Computadoras,14,5200.00,Puno
09/04/2026,Monitor 27,Computadoras,18,1250.00,Tacna
07/07/2026,PC Gamer X,Computadoras,13,5720.00,Arequipa
07/07/2026,USB 128GB,Almacenamiento,20,75.00,Tacna
14/03/2026,Disco SSD 2TB,Almacenamiento,20,759.00,Arequipa
17/05/2026,Teclado K1,Accesorios,12,132.00,Puno
08/02/2026,PC Gamer X,Computadoras,17,5720.00,Moquegua
29/06/2026,Teclado K1,Accesorios,12,108.00,Lima
16/01/2026,Audífonos Pro,Accesorios,13,250.00,Lima
19/06/2026,Monitor 27,Computadoras,16,1375.00,Arequipa
28/03/2026,Teclado K1,Accesorios,2,126.00,Cusco
27/01/2026,Mouse Gamer,Accesorios,18,180.00,Cusco
28/04/2026,USB 128GB,Almacenamiento,14,78.75,Moquegua
02/04/2026,Router WiFi,Redes,14,207.00,Lima
03/06/2026,Laptop B,Computadoras,3,3200.00,Puno
26/06/2026,Disco SSD 1TB,Almacenamiento,11,342.00,Juliaca
27/05/2026,Switch 8P,Redes,6,341.00,Cusco
11/04/2026,Teclado K1,Accesorios,2,120.00,Juliaca
15/06/2026,Disco SSD 2TB,Almacenamiento,7,690.00,Trujillo
01/01/2026,Audífonos Pro,Accesorios,14,275.00,Juliaca
24/06/2026,Webcam HD,Accesorios,18,190.00,Puno
23/04/2026,Laptop A,Computadoras,8,2500.00,Arequipa
09/03/2026,Impresora A,Impresoras,8,780.00,Moquegua
02/05/2026,Audífonos Pro,Accesorios,12,237.50,Tacna
27/02/2026,Cable UTP,Redes,19,26.25,Puno
15/01/2026,USB 128GB,Almacenamiento,1,67.50,Trujillo
17/01/2026,Mouse X,Accesorios,11,52.50,Arequipa
22/01/2026,USB 64GB,Almacenamiento,4,42.75,Juliaca
27/04/2026,Mouse Gamer,Accesorios,17,180.00,Lima
06/04/2026,Disco SSD 2TB,Almacenamiento,15,690.00,Trujillo
30/01/2026,Impresora Multifunción,Impresoras,8,1150.00,Juliaca
09/02/2026,Audífonos Pro,Accesorios,20,250.00,Trujillo
22/03/2026,Impresora Multifunción,Impresoras,8,1150.00,Moquegua
12/05/2026,Monitor 27,Computadoras,4,1312.50,Moquegua
28/07/2026,Audífonos Pro,Accesorios,13,262.50,Arequipa
29/03/2026,Laptop B,Computadoras,18,3200.00,Lima
13/03/2026,Audífonos Pro,Accesorios,12,250.00,Arequipa
25/03/2026,Mouse Gamer,Accesorios,8,180.00,Arequipa
11/06/2026,Teclado K1,Accesorios,2,120.00,Tacna
01/03/2026,Mouse X,Accesorios,15,50.00,Moquegua
22/03/2026,Impresora Multifunción,Impresoras,3,1207.50,Cusco
21/03/2026,Teclado K1,Accesorios,11,120.00,Moquegua
14/07/2026,PC Gamer X,Computadoras,6,5200.00,Trujillo
11/03/2026,Mouse X,Accesorios,14,45.00,Juliaca
14/01/2026,Disco SSD 1TB,Almacenamiento,9,342.00,Juliaca
22/04/2026,Monitor 24,Computadoras,17,892.50,Arequipa
14/07/2026,Audífonos Pro,Accesorios,18,250.00,Lima
17/05/2026,Router WiFi,Redes,19,230.00,Cusco
22/03/2026,Laptop A,Computadoras,16,2250.00,Tacna
30/06/2026,PC Gamer X,Computadoras,1,5460.00,Arequipa
20/04/2026,Laptop A,Computadoras,6,2375.00,Cusco
04/07/2026,Disco SSD 1TB,Almacenamiento,1,380.00,Puno
25/04/2026,Disco SSD 1TB,Almacenamiento,8,380.00,Lima
07/03/2026,Cable UTP,Redes,9,23.75,Trujillo
13/07/2026,Audífonos Pro,Accesorios,7,262.50,Puno
23/07/2026,Laptop B,Computadoras,10,3040.00,Lima
02/01/2026,Disco SSD 1TB,Almacenamiento,1,399.00,Juliaca
07/03/2026,Mouse X,Accesorios,1,45.00,Trujillo
19/01/2026,Switch 8P,Redes,15,341.00,Trujillo
27/01/2026,PC Gamer X,Computadoras,15,5460.00,Tacna
15/08/2026,Webcam HD,Accesorios,4,199.50,Trujillo
20/07/2026,PC Gamer X,Computadoras,15,4940.00,Lima
05/02/2026,PC Gamer X,Computadoras,8,5200.00,Arequipa
20/06/2026,Disco SSD 2TB,Almacenamiento,6,690.00,Arequipa
12/02/2026,Mouse Gamer,Accesorios,4,189.00,Moquegua
22/02/2026,Impresora A,Impresoras,1,858.00,Cusco
02/03/2026,Laptop B,Computadoras,2,2880.00,Arequipa
23/06/2026,PC Gamer X,Computadoras,18,4680.00,Tacna
15/06/2026,PC Gamer X,Computadoras,11,4940.00,Trujillo
26/05/2026,Mouse Gamer,Accesorios,12,180.00,Lima
16/08/2026,Disco SSD 1TB,Almacenamiento,5,380.00,Tacna
08/08/2026,Impresora Multifunción,Impresoras,12,1265.00,Moquegua
07/04/2026,Impresora A,Impresoras,14,780.00,Cusco
07/03/2026,Laptop C,Computadoras,15,4510.00,Tacna
24/01/2026,PC Gamer X,Computadoras,13,5720.00,Lima
12/08/2026,Laptop C,Computadoras,2,4100.00,Moquegua
07/07/2026,Impresora A,Impresoras,12,780.00,Moquegua
18/05/2026,Laptop C,Computadoras,4,4510.00,Arequipa
07/03/2026,USB 64GB,Almacenamiento,11,42.75,Trujillo
04/01/2026,Monitor 27,Computadoras,14,1250.00,Arequipa
21/05/2026,PC Gamer X,Computadoras,11,4940.00,Lima
02/02/2026,Mouse X,Accesorios,18,50.00,Moquegua
08/06/2026,PC Gamer X,Computadoras,14,5200.00,Trujillo
07/08/2026,Cable UTP,Redes,19,22.50,Arequipa
04/08/2026,Mouse Gamer,Accesorios,13,180.00,Lima
04/02/2026,PC Gamer X,Computadoras,16,5200.00,Lima
02/02/2026,Audífonos Pro,Accesorios,9,275.00,Moquegua
17/06/2026,USB 64GB,Almacenamiento,3,45.00,Cusco
16/02/2026,Webcam HD,Accesorios,15,209.00,Cusco
09/07/2026,Impresora A,Impresoras,5,858.00,Arequipa
07/03/2026,Laptop C,Computadoras,10,4100.00,Puno
07/01/2026,Laptop C,Computadoras,4,4100.00,Juliaca
23/02/2026,Switch 8P,Redes,10,325.50,Tacna
07/04/2026,Monitor 27,Computadoras,11,1250.00,Cusco
14/01/2026,Disco SSD 2TB,Almacenamiento,6,655.50,Trujillo
10/01/2026,USB 64GB,Almacenamiento,9,49.50,Lima
10/05/2026,Audífonos Pro,Accesorios,13,275.00,Lima
19/02/2026,PC Gamer X,Computadoras,15,5460.00,Trujillo
02/06/2026,Laptop C,Computadoras,19,4100.00,Cusco
20/04/2026,Laptop C,Computadoras,9,4100.00,Cusco
27/03/2026,Monitor 24,Computadoras,8,850.00,Juliaca
24/05/2026,Disco SSD 2TB,Almacenamiento,7,690.00,Lima
24/04/2026,Router WiFi,Redes,7,230.00,Tacna
14/07/2026,Switch 8P,Redes,3,341.00,Moquegua
12/06/2026,USB 64GB,Almacenamiento,8,45.00,Lima
17/02/2026,Teclado K1,Accesorios,20,120.00,Moquegua
18/04/2026,Impresora A,Impresoras,3,741.00,Tacna
11/06/2026,Router WiFi,Redes,9,230.00,Juliaca
19/07/2026,Mouse Gamer,Accesorios,12,189.00,Puno
19/05/2026,Audífonos Pro,Accesorios,4,237.50,Trujillo
30/03/2026,Monitor 24,Computadoras,16,850.00,Arequipa
25/06/2026,Audífonos Pro,Accesorios,7,250.00,Trujillo
13/01/2026,Laptop A,Computadoras,18,2250.00,Lima
09/02/2026,Monitor 24,Computadoras,3,850.00,Lima
27/06/2026,Switch 8P,Redes,19,341.00,Juliaca
23/01/2026,Mouse X,Accesorios,15,55.00,Lima
21/02/2026,Switch 8P,Redes,8,310.00,Puno
15/06/2026,USB 64GB,Almacenamiento,8,45.00,Moquegua
24/06/2026,Laptop B,Computadoras,13,3200.00,Arequipa
15/04/2026,USB 64GB,Almacenamiento,19,49.50,Juliaca
02/01/2026,Router WiFi,Redes,4,218.50,Tacna
04/08/2026,Teclado K1,Accesorios,9,126.00,Tacna
30/05/2026,Router WiFi,Redes,17,230.00,Tacna
19/06/2026,Disco SSD 1TB,Almacenamiento,13,342.00,Arequipa
11/03/2026,Switch 8P,Redes,14,341.00,Trujillo
25/01/2026,Monitor 24,Computadoras,1,935.00,Juliaca
22/01/2026,Teclado K1,Accesorios,9,126.00,Arequipa
08/01/2026,USB 64GB,Almacenamiento,3,45.00,Cusco
27/01/2026,Impresora Multifunción,Impresoras,14,1150.00,Moquegua
24/04/2026,Teclado K1,Accesorios,6,120.00,Lima
28/04/2026,Disco SSD 1TB,Almacenamiento,15,380.00,Arequipa
27/07/2026,Audífonos Pro,Accesorios,10,225.00,Arequipa
13/05/2026,PC Gamer X,Computadoras,4,5200.00,Moquegua
19/06/2026,Cable UTP,Redes,3,25.00,Cusco
28/04/2026,Router WiFi,Redes,5,230.00,Tacna
01/02/2026,USB 64GB,Almacenamiento,19,45.00,Lima
11/03/2026,Monitor 27,Computadoras,15,1250.00,Cusco
05/05/2026,Disco SSD 2TB,Almacenamiento,17,759.00,Arequipa
07/06/2026,Monitor 27,Computadoras,14,1312.50,Arequipa
09/04/2026,Disco SSD 2TB,Almacenamiento,15,759.00,Lima
15/04/2026,USB 128GB,Almacenamiento,12,71.25,Juliaca
08/07/2026,Laptop C,Computadoras,9,4100.00,Arequipa
24/07/2026,Impresora A,Impresoras,6,819.00,Trujillo
15/07/2026,Monitor 24,Computadoras,9,935.00,Arequipa
24/02/2026,Monitor 24,Computadoras,14,765.00,Moquegua
04/05/2026,Mouse X,Accesorios,3,55.00,Juliaca
16/07/2026,Cable UTP,Redes,9,26.25,Tacna
01/01/2026,Mouse X,Accesorios,1,52.50,Puno
05/08/2026,Webcam HD,Accesorios,20,190.00,Arequipa
02/07/2026,Laptop B,Computadoras,3,2880.00,Tacna
16/08/2026,Laptop B,Computadoras,17,3040.00,Lima
15/07/2026,Disco SSD 2TB,Almacenamiento,8,655.50,Cusco
23/01/2026,USB 64GB,Almacenamiento,4,45.00,Cusco
04/02/2026,Impresora A,Impresoras,4,780.00,Tacna
24/07/2026,USB 128GB,Almacenamiento,4,82.50,Trujillo
24/05/2026,Impresora Multifunción,Impresoras,3,1150.00,Moquegua
04/02/2026,Audífonos Pro,Accesorios,6,237.50,Juliaca
29/04/2026,USB 64GB,Almacenamiento,19,40.50,Juliaca
06/01/2026,Monitor 27,Computadoras,1,1250.00,Juliaca
16/06/2026,Laptop C,Computadoras,18,4305.00,Tacna
13/07/2026,USB 64GB,Almacenamiento,3,40.50,Puno
01/08/2026,Teclado K1,Accesorios,20,108.00,Arequipa
09/01/2026,PC Gamer X,Computadoras,17,5200.00,Tacna
15/06/2026,Monitor 24,Computadoras,15,850.00,Juliaca
18/06/2026,Switch 8P,Redes,3,310.00,Moquegua
30/04/2026,Laptop C,Computadoras,20,3690.00,Lima
22/07/2026,Laptop A,Computadoras,12,2625.00,Trujillo
24/04/2026,Switch 8P,Redes,13,310.00,Juliaca
29/05/2026,Switch 8P,Redes,11,310.00,Cusco
25/03/2026,Webcam HD,Accesorios,6,180.50,Puno
15/02/2026,Webcam HD,Accesorios,12,209.00,Trujillo
06/05/2026,Impresora Multifunción,Impresoras,15,1150.00,Arequipa
02/01/2026,USB 64GB,Almacenamiento,1,40.50,Cusco
22/07/2026,Impresora Multifunción,Impresoras,7,1092.50,Tacna
09/05/2026,Router WiFi,Redes,2,241.50,Cusco
11/02/2026,Switch 8P,Redes,4,310.00,Tacna
07/06/2026,Webcam HD,Accesorios,15,180.50,Moquegua
14/07/2026,Monitor 27,Computadoras,14,1250.00,Tacna
03/08/2026,Monitor 24,Computadoras,2,765.00,Tacna
01/07/2026,Cable UTP,Redes,19,25.00,Cusco
12/07/2026,Disco SSD 1TB,Almacenamiento,11,418.00,Lima
27/04/2026,Laptop A,Computadoras,10,2500.00,Lima
05/02/2026,Laptop B,Computadoras,2,3200.00,Lima
08/02/2026,Disco SSD 1TB,Almacenamiento,7,380.00,Arequipa
17/04/2026,Monitor 27,Computadoras,17,1125.00,Trujillo
04/03/2026,Laptop C,Computadoras,2,3895.00,Cusco
24/02/2026,PC Gamer X,Computadoras,9,5720.00,Trujillo
03/07/2026,USB 128GB,Almacenamiento,8,71.25,Trujillo
27/07/2026,PC Gamer X,Computadoras,5,5200.00,Arequipa
22/07/2026,Laptop C,Computadoras,7,4100.00,Juliaca
21/04/2026,Monitor 24,Computadoras,2,892.50,Arequipa
01/05/2026,Disco SSD 2TB,Almacenamiento,12,690.00,Puno
16/08/2026,Teclado K1,Accesorios,2,108.00,Arequipa
04/05/2026,Mouse Gamer,Accesorios,17,180.00,Moquegua
11/04/2026,Impresora Multifunción,Impresoras,18,1092.50,Trujillo
04/05/2026,Laptop C,Computadoras,9,3895.00,Puno
27/03/2026,PC Gamer X,Computadoras,1,4680.00,Lima
15/03/2026,PC Gamer X,Computadoras,14,4940.00,Trujillo
17/06/2026,Impresora A,Impresoras,7,780.00,Puno
07/01/2026,PC Gamer X,Computadoras,2,5460.00,Cusco
20/06/2026,Mouse Gamer,Accesorios,1,180.00,Lima
09/01/2026,USB 64GB,Almacenamiento,3,42.75,Moquegua
10/06/2026,Switch 8P,Redes,5,341.00,Arequipa
17/05/2026,Disco SSD 2TB,Almacenamiento,19,655.50,Arequipa
24/05/2026,Mouse X,Accesorios,6,55.00,Puno
01/05/2026,Cable UTP,Redes,11,25.00,Cusco
20/08/2026,USB 64GB,Almacenamiento,10,42.75,Trujillo
20/07/2026,Laptop A,Computadoras,3,2500.00,Moquegua
04/02/2026,Cable UTP,Redes,20,25.00,Tacna
27/04/2026,Impresora Multifunción,Impresoras,18,1150.00,Trujillo
10/02/2026,Webcam HD,Accesorios,14,190.00,Cusco
02/08/2026,USB 64GB,Almacenamiento,11,45.00,Moquegua
02/06/2026,Audífonos Pro,Accesorios,18,250.00,Puno
04/04/2026,Audífonos Pro,Accesorios,6,250.00,Lima
17/01/2026,Monitor 24,Computadoras,15,765.00,Lima
22/03/2026,Laptop B,Computadoras,7,3520.00,Puno
28/07/2026,Cable UTP,Redes,1,22.50,Tacna
20/07/2026,Monitor 24,Computadoras,15,807.50,Puno
20/03/2026,Laptop C,Computadoras,19,4100.00,Arequipa
14/04/2026,Cable UTP,Redes,4,25.00,Juliaca
12/08/2026,Webcam HD,Accesorios,16,171.00,Puno
16/06/2026,Cable UTP,Redes,12,25.00,Arequipa
18/06/2026,PC Gamer X,Computadoras,11,4680.00,Moquegua
23/05/2026,Laptop A,Computadoras,19,2500.00,Puno
30/01/2026,Audífonos Pro,Accesorios,12,250.00,Juliaca
16/01/2026,Impresora Multifunción,Impresoras,14,1207.50,Cusco
12/02/2026,Disco SSD 1TB,Almacenamiento,13,418.00,Tacna
22/02/2026,Laptop A,Computadoras,3,2500.00,Cusco
01/08/2026,Monitor 24,Computadoras,4,892.50,Moquegua
02/01/2026,Mouse X,Accesorios,12,52.50,Moquegua
07/03/2026,Disco SSD 2TB,Almacenamiento,12,759.00,Trujillo
22/05/2026,Switch 8P,Redes,11,279.00,Lima
05/01/2026,USB 64GB,Almacenamiento,15,45.00,Juliaca
23/01/2026,USB 64GB,Almacenamiento,11,49.50,Puno
31/05/2026,Audífonos Pro,Accesorios,10,262.50,Lima
29/06/2026,PC Gamer X,Computadoras,5,5720.00,Trujillo
15/01/2026,Laptop A,Computadoras,19,2250.00,Arequipa
13/01/2026,Disco SSD 1TB,Almacenamiento,19,380.00,Lima
19/08/2026,Router WiFi,Redes,13,253.00,Puno
25/05/2026,USB 128GB,Almacenamiento,17,71.25,Trujillo
23/01/2026,Disco SSD 1TB,Almacenamiento,11,380.00,Trujillo
26/02/2026,Impresora Multifunción,Impresoras,9,1150.00,Moquegua
31/05/2026,Webcam HD,Accesorios,8,190.00,Juliaca
04/02/2026,Laptop A,Computadoras,9,2500.00,Cusco
03/05/2026,Impresora Multifunción,Impresoras,13,1035.00,Juliaca
09/08/2026,Impresora A,Impresoras,10,780.00,Trujillo
29/03/2026,Switch 8P,Redes,17,279.00,Juliaca
10/03/2026,Disco SSD 2TB,Almacenamiento,18,724.50,Tacna
04/07/2026,Audífonos Pro,Accesorios,1,250.00,Juliaca
29/06/2026,Laptop C,Computadoras,1,4100.00,Moquegua
06/08/2026,Router WiFi,Redes,1,230.00,Juliaca
03/08/2026,Webcam HD,Accesorios,6,171.00,Puno
26/03/2026,Router WiFi,Redes,2,207.00,Arequipa
16/02/2026,Switch 8P,Redes,16,310.00,Lima
02/06/2026,Impresora A,Impresoras,11,741.00,Puno
08/04/2026,Teclado K1,Accesorios,4,120.00,Puno
17/07/2026,Disco SSD 2TB,Almacenamiento,4,690.00,Puno
10/02/2026,Mouse X,Accesorios,17,50.00,Moquegua
16/06/2026,Audífonos Pro,Accesorios,17,250.00,Tacna
04/05/2026,PC Gamer X,Computadoras,4,4680.00,Juliaca
25/05/2026,Laptop A,Computadoras,9,2625.00,Arequipa
28/01/2026,Impresora Multifunción,Impresoras,12,1150.00,Cusco
20/05/2026,Monitor 24,Computadoras,11,850.00,Moquegua
10/08/2026,Disco SSD 1TB,Almacenamiento,13,418.00,Lima
05/04/2026,Router WiFi,Redes,5,218.50,Trujillo
01/06/2026,Impresora Multifunción,Impresoras,9,1150.00,Juliaca
30/04/2026,PC Gamer X,Computadoras,9,4940.00,Juliaca
27/06/2026,Teclado K1,Accesorios,17,120.00,Cusco
16/07/2026,Mouse Gamer,Accesorios,9,162.00,Juliaca
17/08/2026,Mouse X,Accesorios,17,45.00,Trujillo
13/01/2026,Audífonos Pro,Accesorios,20,250.00,Moquegua
20/04/2026,Cable UTP,Redes,18,25.00,Trujillo
05/06/2026,USB 128GB,Almacenamiento,14,78.75,Moquegua
06/07/2026,Audífonos Pro,Accesorios,11,250.00,Trujillo
24/01/2026,Mouse X,Accesorios,2,55.00,Tacna
09/07/2026,Teclado K1,Accesorios,10,126.00,Trujillo
11/08/2026,USB 64GB,Almacenamiento,20,45.00,Moquegua
06/04/2026,USB 128GB,Almacenamiento,4,67.50,Tacna
16/05/2026,Laptop A,Computadoras,1,2750.00,Trujillo
09/02/2026,Disco SSD 2TB,Almacenamiento,7,621.00,Lima
09/02/2026,Disco SSD 1TB,Almacenamiento,4,380.00,Juliaca
19/07/2026,Monitor 24,Computadoras,11,850.00,Cusco
10/05/2026,Cable UTP,Redes,9,25.00,Arequipa
13/02/2026,Laptop B,Computadoras,17,3520.00,Puno
28/04/2026,Laptop C,Computadoras,7,3690.00,Tacna
23/05/2026,PC Gamer X,Computadoras,9,5200.00,Tacna
10/08/2026,Cable UTP,Redes,11,27.50,Trujillo
26/01/2026,Laptop A,Computadoras,5,2500.00,Moquegua
19/08/2026,Laptop B,Computadoras,6,3520.00,Juliaca
29/05/2026,Laptop A,Computadoras,9,2625.00,Puno
27/02/2026,Webcam HD,Accesorios,2,199.50,Cusco
13/05/2026,Router WiFi,Redes,1,253.00,Cusco
03/04/2026,Cable UTP,Redes,13,25.00,Tacna
02/04/2026,Mouse Gamer,Accesorios,20,198.00,Lima
14/01/2026,Monitor 27,Computadoras,12,1187.50,Lima
04/05/2026,Laptop A,Computadoras,20,2625.00,Puno
08/08/2026,Impresora Multifunción,Impresoras,8,1150.00,Lima
10/06/2026,Switch 8P,Redes,18,341.00,Arequipa
27/05/2026,Impresora A,Impresoras,15,780.00,Juliaca
23/02/2026,Laptop B,Computadoras,3,3040.00,Moquegua
03/07/2026,Laptop B,Computadoras,13,3200.00,Cusco
19/02/2026,Monitor 24,Computadoras,6,807.50,Arequipa
03/04/2026,USB 64GB,Almacenamiento,1,45.00,Juliaca
19/05/2026,Disco SSD 2TB,Almacenamiento,17,759.00,Arequipa
08/03/2026,PC Gamer X,Computadoras,16,5720.00,Cusco
01/04/2026,Audífonos Pro,Accesorios,1,250.00,Juliaca
14/01/2026,Webcam HD,Accesorios,4,199.50,Puno
23/04/2026,Laptop A,Computadoras,5,2500.00,Trujillo
10/05/2026,Router WiFi,Redes,6,230.00,Puno
19/04/2026,Cable UTP,Redes,14,25.00,Arequipa
17/01/2026,Disco SSD 1TB,Almacenamiento,19,380.00,Tacna
15/01/2026,Teclado K1,Accesorios,20,108.00,Cusco
12/07/2026,Monitor 24,Computadoras,15,850.00,Trujillo
23/03/2026,Monitor 24,Computadoras,10,850.00,Cusco
12/02/2026,Monitor 24,Computadoras,7,850.00,Moquegua
29/04/2026,Cable UTP,Redes,6,27.50,Cusco
18/01/2026,Mouse X,Accesorios,19,50.00,Trujillo
09/08/2026,Webcam HD,Accesorios,1,190.00,Arequipa
20/02/2026,Impresora Multifunción,Impresoras,6,1150.00,Lima
02/07/2026,Monitor 27,Computadoras,16,1187.50,Puno
25/01/2026,Impresora A,Impresoras,14,780.00,Lima
02/08/2026,Mouse Gamer,Accesorios,17,189.00,Arequipa
10/08/2026,PC Gamer X,Computadoras,13,5200.00,Trujillo
11/02/2026,Impresora A,Impresoras,4,819.00,Lima
21/04/2026,Disco SSD 1TB,Almacenamiento,6,399.00,Lima
31/07/2026,Mouse X,Accesorios,6,52.50,Juliaca
22/07/2026,USB 128GB,Almacenamiento,8,75.00,Juliaca
05/06/2026,Webcam HD,Accesorios,1,199.50,Tacna
09/02/2026,USB 64GB,Almacenamiento,11,40.50,Trujillo
17/03/2026,Laptop A,Computadoras,16,2500.00,Arequipa
26/05/2026,Mouse X,Accesorios,20,45.00,Arequipa
06/06/2026,Impresora A,Impresoras,11,780.00,Tacna
24/03/2026,Monitor 27,Computadoras,1,1375.00,Juliaca
30/07/2026,Impresora Multifunción,Impresoras,11,1150.00,Lima
07/01/2026,Monitor 27,Computadoras,10,1187.50,Arequipa
18/05/2026,Monitor 27,Computadoras,11,1187.50,Puno
19/07/2026,Router WiFi,Redes,3,241.50,Lima
06/01/2026,Disco SSD 1TB,Almacenamiento,17,418.00,Tacna
12/02/2026,Laptop C,Computadoras,11,4100.00,Tacna
03/04/2026,Laptop A,Computadoras,9,2500.00,Juliaca
14/08/2026,Mouse X,Accesorios,10,55.00,Juliaca
25/04/2026,Switch 8P,Redes,12,310.00,Moquegua
04/05/2026,Switch 8P,Redes,11,341.00,Cusco
11/07/2026,USB 128GB,Almacenamiento,13,67.50,Puno
08/08/2026,Router WiFi,Redes,3,230.00,Puno
02/03/2026,Webcam HD,Accesorios,15,199.50,Trujillo
18/03/2026,Impresora A,Impresoras,2,702.00,Trujillo
13/02/2026,Laptop A,Computadoras,7,2250.00,Cusco
24/04/2026,Audífonos Pro,Accesorios,17,262.50,Puno
13/05/2026,Switch 8P,Redes,18,325.50,Moquegua
13/07/2026,Disco SSD 1TB,Almacenamiento,18,399.00,Moquegua
14/01/2026,USB 64GB,Almacenamiento,10,42.75,Puno
16/08/2026,Impresora Multifunción,Impresoras,17,1207.50,Tacna
17/02/2026,Disco SSD 1TB,Almacenamiento,18,380.00,Tacna
30/03/2026,Impresora A,Impresoras,4,741.00,Trujillo
21/01/2026,Disco SSD 2TB,Almacenamiento,6,621.00,Trujillo
20/06/2026,Laptop B,Computadoras,8,3200.00,Juliaca
21/03/2026,Impresora Multifunción,Impresoras,3,1207.50,Moquegua
14/04/2026,Switch 8P,Redes,18,341.00,Trujillo
01/05/2026,USB 64GB,Almacenamiento,18,40.50,Tacna
16/06/2026,Monitor 27,Computadoras,13,1250.00,Moquegua
07/02/2026,Switch 8P,Redes,1,310.00,Trujillo
17/02/2026,Switch 8P,Redes,17,325.50,Cusco
11/08/2026,Mouse X,Accesorios,14,50.00,Cusco
06/03/2026,Cable UTP,Redes,16,27.50,Juliaca
16/04/2026,Mouse Gamer,Accesorios,4,171.00,Moquegua
15/04/2026,Impresora Multifunción,Impresoras,15,1150.00,Tacna
23/03/2026,Laptop C,Computadoras,14,4510.00,Juliaca
23/03/2026,Monitor 24,Computadoras,18,935.00,Tacna
18/08/2026,USB 128GB,Almacenamiento,7,75.00,Cusco
30/04/2026,Teclado K1,Accesorios,10,108.00,Juliaca
20/04/2026,Impresora Multifunción,Impresoras,8,1150.00,Lima
24/06/2026,PC Gamer X,Computadoras,20,5200.00,Lima
10/02/2026,USB 64GB,Almacenamiento,16,42.75,Tacna
27/01/2026,Laptop C,Computadoras,7,3690.00,Cusco
10/08/2026,Laptop C,Computadoras,1,3690.00,Moquegua
02/08/2026,Mouse X,Accesorios,8,50.00,Moquegua
15/05/2026,Webcam HD,Accesorios,7,199.50,Arequipa
13/03/2026,Cable UTP,Redes,18,22.50,Arequipa
10/02/2026,USB 128GB,Almacenamiento,5,67.50,Puno
14/05/2026,Laptop B,Computadoras,17,3360.00,Juliaca
26/03/2026,Teclado K1,Accesorios,18,120.00,Tacna
27/01/2026,Monitor 24,Computadoras,10,892.50,Moquegua
10/01/2026,Laptop A,Computadoras,10,2500.00,Lima
09/04/2026,Laptop B,Computadoras,18,3200.00,Puno
05/01/2026,Mouse X,Accesorios,8,50.00,Juliaca
01/05/2026,Laptop B,Computadoras,19,3360.00,Puno
25/05/2026,Mouse X,Accesorios,11,55.00,Juliaca
06/02/2026,Monitor 27,Computadoras,18,1250.00,Moquegua
29/03/2026,Impresora A,Impresoras,20,819.00,Lima
16/07/2026,Impresora A,Impresoras,20,858.00,Juliaca
16/02/2026,Mouse X,Accesorios,5,45.00,Lima
16/02/2026,Laptop A,Computadoras,4,2750.00,Tacna
15/04/2026,Impresora Multifunción,Impresoras,18,1207.50,Lima
